Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Ranga Mera Naam,1991.0,0.0,1,5.8,8.0,1157,1379,Mohan Babu,Vijayshanti
Rangbaaz,1996.0,0.0,1,5.9,45.0,1234,862,Arjun,Mithun Chakraborty
Rangdari,2012.0,0.0,1,6.6,9.0,414,409,Abhimanyu Mishra,Gaurav Chopra
Rangeela,1995.0,142.0,178,7.5,9370.0,2147,2390,Aamir Khan,Jackie Shroff
Rangeela Raja,1996.0,0.0,1,5.6,10.0,1157,1379,Mahesh Anand,Ramya Krishnan
Rangeela Raja,2019.0,162.0,162,2.3,215.0,2677,768,Mishika Chourasia,Karan Aanand
Rangeelay,2013.0,129.0,20,5.0,176.0,1684,932,Neha Dhupia,Binnu Dhillon
Rangilla Ratan,1976.0,0.0,1,6.0,33.0,2315,1836,Parveen Babi,Ashok Kumar
Rangin Raaten,1956.0,0.0,409,7.2,20.0,1293,2059,Mala Sinha,Geeta Bali
Rangoon,2017.0,170.0,45,5.6,3903.0,3070,998,Shahid Kapoor,Saif Ali Khan
Rangrezz,2013.0,144.0,39,5.1,426.0,1925,872,Priya Anand,Rajpal Yadav
Rani Aur Lalpari,1975.0,135.0,285,6.7,42.0,2231,437,Reena Roy,Abbas Ali
Rani Aur Maharani,1993.0,0.0,84,4.1,9.0,1234,862,Sadashiv Amrapurkar,Damini
Rani Hindustani,1995.0,0.0,216,3.4,8.0,263,862,Rana Jung Bahadur,Poonam Dasgupta
Rani Mera Naam,1972.0,0.0,1,5.1,15.0,1189,2451,Ajit,Madan Puri
Rani Rupmati,1959.0,148.0,2,5.8,24.0,2337,464,Nalini Chonkar,Ulhas
Ranj,2019.0,80.0,269,7.2,9.0,2813,1725,Madhu Sagar,Kriti Sharma
Rann,2010.0,137.0,326,6.9,2476.0,2147,207,Riteish Deshmukh,Gul Panag
Ranna,2015.0,152.0,20,6.2,616.0,1661,2231,Prakash Raj,Avinash
Ranviir the Marshal,2015.0,132.0,52,7.7,7.0,1549,1840,Rati Agnihotri,Ramnita Chaudhry
Rao Saheb,1986.0,123.0,172,5.7,7.0,3027,352,Chandrakant Gokhale,Vasant Ingle
Raqeeb,2007.0,124.0,224,4.2,283.0,302,1656,Sharman Joshi,Tanushree Dutta
Raqt,2013.0,180.0,368,4.3,6.0,82,2104,Shweta Bhardwaj,Gulshan Grover
Rasa Yatra,2012.0,50.0,261,7.6,50.0,1796,0,0,0
Rasan Piya,2015.0,80.0,248,8.5,13.0,1710,0,0,0
Rascals,2011.0,128.0,19,2.9,2682.0,630,109,Sanjay Dutt,Kangana Ranaut
Rashtraputra,2018.0,122.0,17,5.7,23.0,1527,1284,Rakesh Bedi,Abhay Bhargava
Ratan,1944.0,118.0,396,7.2,30.0,1392,2308,Karan Dewan,Amir Banu
Ratnadeep,1951.0,0.0,327,6.6,10.0,637,37,Chhayadevi,Manju Dey
Ratnadeep,1979.0,0.0,282,7.1,19.0,476,810,Girish Karnad,Dheeraj Kumar
Raton Ki Rani (The Night Queen),2004.0,116.0,363,3.5,6.0,1234,1986,Vinod Tripathi,Amit Pachori
Ravan Raaj: A True Story,1995.0,153.0,38,5.9,112.0,2161,862,Mithun Chakraborty,Jack Gaud
Ravoyi Chandamama,1999.0,0.0,327,4.8,189.0,1074,1379,Anjala Zaveri,Aishwarya Rai Bachchan
Razia Sultana,1961.0,0.0,409,6.5,16.0,681,1464,Paidi Jairaj,Nisar Ahmad Ansari
Ready,2011.0,145.0,25,4.8,16937.0,245,1940,Asin Thottumkal,Paresh Rawal
Reason,2018.0,261.0,241,9.1,125.0,231,0,0,0
Rebellious Flower,2016.0,110.0,151,6.8,241.0,1321,1608,Shashank Singh,Mantra Mugdh
Red Alert: The War Within,2009.0,120.0,52,6.4,339.0,240,2267,Sameera Reddy,Ashish Vidyarthi
Red Ant Dream,2013.0,120.0,241,7.2,23.0,2454,0,0,0
Red Rose,1980.0,125.0,239,6.3,167.0,503,1703,Poonam Dhillon,Aruna Irani
Red Swastik,2007.0,131.0,227,2.8,219.0,3056,2095,Harsh Chhaya,Deepshikha Nagpal
Red: The Dark Side,2007.0,148.0,331,3.3,306.0,3035,87,Celina Jaitly,Amrita Arora
Rediscovering India,2017.0,124.0,241,9.0,62.0,1524,455,Benny John,Meenal Dixit
Redrum,2018.0,101.0,427,3.9,28.0,704,2211,Vibhav Roy,Saeeda Imtiaz
Refl3ct,2021.0,65.0,424,9.3,467.0,1713,2442,Vijay Mahar,Nikhil Mahar
Refugee,2000.0,207.0,320,5.4,1881.0,1018,871,Sunil Shetty,Abhishek Bachchan
Regards & Peace,2020.0,89.0,427,5.5,27.0,2443,1586,Flora Saini,Sadhana Singh
Rehguzar,2006.0,125.0,269,5.9,45.0,778,932,Saloni Aswani,Rakesh Bedi
Rehnaa Hai Terre Dil Mein,2001.0,160.0,396,7.6,7713.0,826,1159,Saif Ali Khan,Dia Mirza
Relax,2005.0,131.0,427,3.2,8.0,1852,1852,Daisy Bopanna,Ali
Religion,2007.0,105.0,303,8.0,1031.0,508,1515,Supriya Pathak,Pankaj Tripathi
Remember Amnesia,2019.0,88.0,162,7.7,29.0,2215,1140,Tovah Feldshuh,Curtiss Cook
Reporter Raju,1962.0,138.0,29,5.2,11.0,750,715,Chitra,Jeevan Kala
Rescue,2019.0,80.0,269,4.5,18.0,1690,1662,Sreejita De,Ishita Ganguly
Resham Ki Dori,1974.0,139.0,282,7.0,49.0,407,1927,Dharmendra,Kumud Chuggani
Reshma Aur Shera,1971.0,158.0,320,6.8,204.0,2797,2511,Sunil Dutt,Rakhee Gulzar
Reshma Aur Sultaan,2002.0,82.0,1,4.9,10.0,2311,811,Dharmendra,Shakti Kapoor
Reshma Ki Jawani,1990.0,0.0,427,6.3,15.0,2907,41,Bindu Ghosh,Silk Smitha
Reshmi Rumal,1961.0,0.0,409,4.9,8.0,926,1231,Shakila,Kamal Kapoor
Return of Hanuman,2007.0,110.0,129,7.2,693.0,300,1676,Malak Shah,0
Return of Jewel Thief,1996.0,159.0,240,4.6,110.0,386,377,Dev Anand,Dharmendra
Return of Mr. Superman,1960.0,0.0,5,3.9,15.0,1485,1510,Sheila Ramani,Naazi
Return of Robin Hood,1988.0,80.0,269,7.0,27.0,2886,247,Utpal Dutt,Rabi Ghosh
Return to Rajapur,2006.0,0.0,327,6.0,151.0,1660,1149,Kelli Garner,Justin Theroux
Reva,2018.0,159.0,269,8.4,692.0,1998,2484,Bhairavi Athavle,Abhinay Banker
Revati,2005.0,145.0,269,5.1,34.0,776,1033,Shreyas Talpade,Ayub Khan
Revenge of the Tigress,2001.0,105.0,1,8.5,15.0,1234,1986,Amit Pachori,Junior Johnny Lever
Revolver Rani,2014.0,132.0,19,4.5,1678.0,2384,998,Vir Das,Zakir Hussain
Rhythm,2016.0,0.0,396,3.7,10.0,3090,64,Rinil Routh,Salman Ahmad
Ribbon,2017.0,106.0,282,6.9,604.0,1980,980,Sumeet Vyas,Pathy Aiyar
Rickshawala,1973.0,0.0,409,5.7,12.0,1161,1182,Randhir Kapoor,Neetu Singh
Ricky,1986.0,0.0,282,5.4,8.0,387,914,Parveen Babi,Rakesh Bedi
Right Yaaa Wrong,2010.0,135.0,224,6.4,895.0,1698,2271,Irrfan Khan,Isha Koppikar
Rihaee,1988.0,158.0,269,6.7,75.0,345,2487,Hema Malini,Naseeruddin Shah
Rikki-Tikki-Tavi,1979.0,78.0,339,7.6,527.0,1658,151,Margarita Terekhova,Aleksey Batalov
Rise of the Zombie,2013.0,86.0,313,3.5,404.0,1388,622,Luke Kenny,Kirti Kulhari
Rishta Kagaz Ka,1983.0,0.0,317,6.3,22.0,114,1491,Raj Babbar,Rati Agnihotri
Rishte Naahte,1965.0,158.0,282,6.5,13.0,1182,1636,Jamuna,Nutan
Rishtey,2002.0,164.0,39,4.6,921.0,981,251,Karisma Kapoor,Shilpa Shetty Kundra
Risk,2007.0,155.0,29,6.6,559.0,3080,2487,Randeep Hooda,Tanushree Dutta
Risknamaa,2019.0,123.0,427,7.0,20.0,32,727,Anupama,Parveen Bansala
Ritu,2014.0,129.0,327,6.8,25.0,1489,1669,Malina Joshi,Reema Bishwokarma
Rivaaj,1972.0,117.0,269,6.7,11.0,2863,1182,Sanjeev Kumar,Shatrughan Sinha
Riwayat,2012.0,122.0,219,4.6,9.0,3017,1935,Samapika Debnath,Saurabh Dubey
Riyasat,2014.0,80.0,216,6.4,44.0,386,1703,Aryeman Ramsay,Raza Murad
RK/RKAY,2021.0,95.0,269,8.7,12.0,2049,1689,Mallika Sherawat,Ranvir Shorey
Road,2002.0,134.0,427,5.6,1197.0,2051,1225,Vivek Oberoi,Antara Mali
Road to Ladakh,2003.0,50.0,269,6.1,268.0,393,593,Rimpoche Dorje,Thuptan Gelek
Road to Sangam,2009.0,135.0,336,7.4,764.0,202,1523,Om Puri,Pawan Malhotra
"Road, Movie",2009.0,95.0,93,6.8,1660.0,672,35,Satish Kaushik,Tannishtha Chatterjee
Roadside Romeo,2008.0,93.0,134,5.2,1353.0,1132,1926,Kareena Kapoor,Javed Jaffrey
Roam Rome Mein,2019.0,107.0,269,7.8,50.0,2877,1429,Tannishtha Chatterjee,Valentina Corti
Roar: Tigers of the Sundarbans,2014.0,123.0,14,5.6,702.0,1218,11,Ahran Chaudhary,Pranay Dixit
Rock Dancer,1995.0,168.0,223,4.2,45.0,2949,987,Ritu Shivpuri,Ronit Roy
Rock on 2,2016.0,143.0,314,5.0,2006.0,2660,704,Shraddha Kapoor,Arjun Rampal
Rock On!!,2008.0,145.0,314,7.7,21178.0,67,332,Farhan Akhtar,Luke Kenny
Rocket Singh: Salesman of the Year,2009.0,150.0,172,7.5,19343.0,2621,1761,Prem Chopra,Mukesh S. Bhatt
Rockford,1999.0,102.0,172,7.4,1352.0,1651,1853,Jayant Kripalani,Nandita Das
Rockstar,2011.0,159.0,316,7.7,40835.0,974,1761,Nargis Fakhri,Shammi Kapoor
Rocky,1981.0,151.0,77,6.9,593.0,2797,1970,Reena Roy,Tina Ambani
Rocky,2006.0,125.0,50,3.9,317.0,2830,2548,Isha Sharvani,Minissha Lamba
Rocky Handsome,2016.0,119.0,29,6.8,7647.0,1723,938,Nishikant Kamat,Sharad Kelkar
Rog,2005.0,115.0,405,5.2,484.0,948,854,Ilene Hamann,Himanshu Malik
Rok Sako To Rok Lo,2004.0,0.0,122,4.3,1840.0,320,2271,Yash Pandit,Manjari Fadnnis
Rokkk,2010.0,180.0,311,4.2,125.0,2087,2334,Udita Goswami,Shaad Randhawa
Rolling in Money,1988.0,139.0,162,6.9,365.0,1269,1406,Poonam Dhillon,Mandakini
Romance,1983.0,0.0,409,6.2,36.0,2165,2059,Kumar Gaurav,Poonam Dhillon
Romeo Akbar Walter,2019.0,141.0,52,6.6,5120.0,2268,938,Jackie Shroff,Mouni Roy
Romeo N Bullet,2017.0,116.0,269,4.2,5.0,89,2453,RajKumar,0
Roohani Taaqat,1991.0,119.0,363,3.9,28.0,1561,2038,Ratan Aulakh,Rana Jung Bahadur
Roohi,2021.0,134.0,192,4.3,6422.0,904,1719,Varun Sharma,Janhvi Kapoor
Roohi,1981.0,135.0,50,2.6,7.0,2350,2547,Mazhar Khan,Asif Akbar
Room: The Mystery,2015.0,90.0,427,3.5,31.0,765,391,Ibra Khan,Roselyn Dsouza
Roop Ki Rani Choron Ka Raja,1961.0,0.0,409,6.8,34.0,920,617,Waheeda Rehman,Hiralal
Roop Ki Rani Choron Ka Raja,1993.0,190.0,48,4.9,864.0,2509,251,Sridevi,Anupam Kher
Roop Tera Mastana,1972.0,0.0,422,6.4,31.0,1286,920,Mumtaz,I.S. Johar
Rootha Na Karo,1970.0,125.0,278,6.1,21.0,2788,2083,Nanda,Kumari Naaz
Roshni,2018.0,45.0,259,6.2,186.0,282,1434,Roshni,Vandana Shiva
Roti,1974.0,120.0,331,6.8,461.0,1483,1703,Mumtaz,Nirupa Roy
Roti,1942.0,153.0,269,6.3,30.0,1530,531,Sheikh Mukhtar,Sitara Devi
Roti Kapada Aur Makaan,1974.0,159.0,48,6.9,739.0,1494,1231,Shashi Kapoor,Zeenat Aman
Roti Kee Keemat,1990.0,130.0,29,5.8,30.0,2173,2180,Sadashiv Amrapurkar,Rana Jung Bahadur
Rough Book,2016.0,100.0,269,6.8,193.0,240,2331,Mukesh Hariawala,Amaan f Khan
Rowdy Cheetah,2001.0,0.0,1,6.9,17.0,1331,1172,Sonali Bendre,Prakash Raj
Rowdy Inspector,1992.0,143.0,39,6.0,115.0,848,1392,Annapoorna,Brahmanandam
Rowdy Rathore,2012.0,140.0,19,5.7,21097.0,1848,146,Sonakshi Sinha,Nassar
Roy,2015.0,146.0,49,3.3,7240.0,3041,332,Jacqueline Fernandez,Ranbir Kapoor
Ru-Ba-Ru,2008.0,120.0,331,5.5,251.0,323,1762,Shahana Goswami,Rati Agnihotri
Rudaali,1993.0,128.0,269,7.2,489.0,1206,1736,Dimple Kapadia,Raj Babbar
Rudraksh,2004.0,143.0,64,2.7,1157.0,1457,1970,Bipasha Basu,Sunil Shetty
Rudranetra,1989.0,126.0,38,6.5,71.0,1157,551,Brahmanandam,Nuthan Prasad
Rui Ka Bojh,1997.0,117.0,269,7.7,215.0,2730,1515,Reema Lagoo,Raghuvir Yadav
Rukh,2017.0,106.0,323,6.4,596.0,404,1225,Smita Tambe,Adarsh Gourav
Rukhsat,1988.0,0.0,409,7.2,46.0,2679,1305,Simi Garewal,Marc Zuber
Rukmavati Ki Haveli,1991.0,0.0,269,6.3,20.0,862,839,Uttara Baokar,Jyoti Subash Chandra
Rules: Pyaar Ka Superhit Formula,2003.0,0.0,208,6.4,313.0,1808,2333,Milind Soman,Meera Vasudevan
Run,2004.0,137.0,20,4.8,1292.0,1090,46,Bhoomika Chawla,Mahesh Manjrekar
Run Bhola Run,2013.0,0.0,162,6.2,6.0,1701,1653,Govinda,Celina Jaitly
Run Bhuumi - Champs Don't Cry,2015.0,107.0,339,5.7,7.0,1889,818,Mansoob Haider,Hema Singh
Run Zindagi Run,2020.0,152.0,38,7.5,8.0,727,1474,Nidhi Shrivastava,Lokesh Gorker
Rungoli,1962.0,136.0,386,6.5,13.0,184,1068,Vyjayanthimala,Jeevan
Running Shaadi,2017.0,114.0,208,6.6,2440.0,204,339,Taapsee Pannu,Richa Meena
Runway: Love Among Gun Shots...,2009.0,102.0,29,4.0,23.0,1860,2270,Amarjeet,Tulip Joshi
Rupa's Boutique,2017.0,52.0,241,7.7,7.0,845,0,0,0
Rupaye Dus Karod,1991.0,149.0,52,5.4,25.0,2677,1703,Chunky Panday,Amrita Singh
Rush,2012.0,110.0,240,3.7,837.0,2567,694,Sagarika Ghatge,Neha Dhupia
Rustom,1982.0,139.0,269,6.3,23.0,625,576,Tanuja,Sohrab Modi
Rustom,2016.0,148.0,227,7.1,24285.0,693,1225,Akshay Kumar,Sharad Kelkar
Rustom Kaun,1966.0,131.0,2,6.2,8.0,689,1763,Malika,Tiger Joginder
Rustom Sohrab,1967.0,144.0,6,6.2,23.0,3079,1613,Suraiya,Prem Nath
Rustom-E-Baghdad,1963.0,0.0,2,5.8,6.0,443,576,Chandrashekhar,Vijaya Choudhury
Rustom-E-Hind,1965.0,135.0,0,6.8,12.0,1270,1358,Dara Singh,Bihari
Rustom-E-Rome,1964.0,106.0,6,6.4,5.0,1982,576,Azaad Irani,Vijaya Choudhury
S. P. Parasuram,1994.0,140.0,39,5.7,98.0,2223,551,Sridevi,Harish
S.P. Chauhan,2019.0,136.0,269,5.4,348.0,1493,932,Yuvika Chaudhary,Yashpal Sharma
S.R.K.,2009.0,0.0,162,7.2,21.0,142,1230,Vinay Pathak,Dilip Prabhavalkar
Saagar,1985.0,186.0,327,7.1,919.0,2182,1836,Kamal Haasan,Dimple Kapadia
Saaheb,1985.0,150.0,269,7.2,474.0,255,1736,Anil Kapoor,Amrita Singh
Saajan,1991.0,181.0,320,7.2,6267.0,1374,1970,Madhuri Dixit,Salman Khan
Saajan Bina Suhagan,1978.0,121.0,219,6.4,42.0,2357,1491,Vinod Mehra,Shreeram Lagoo
Saajan Chale Sasural,1996.0,134.0,172,6.0,1344.0,630,768,Karisma Kapoor,Tabu
Saajan Ka Ghar,1994.0,153.0,269,4.9,134.0,2823,1836,Juhi Chawla,Deepak Tijori
Saajan Ki Baahon Mein,1995.0,0.0,291,4.1,76.0,1083,1836,Raveena Tandon,Sumeet Saigal
Saajan Ki Saheli,1981.0,0.0,342,5.7,46.0,2357,1491,Rajendra Kumar,Rekha
Saajan Mere Main Saajan Ki,1980.0,0.0,327,5.9,7.0,951,1668,Kaajal Kiran,Raj Kiran
Saala Khadoos,2016.0,109.0,51,7.6,11638.0,2746,1159,Nassar,Radha Ravi
Saamri,2000.0,0.0,363,3.8,5.0,805,955,Sohail Khan,Jyoti Rana
Saanch Ko Aanch Nahin,1979.0,138.0,282,6.3,13.0,2520,345,Madhu Kapoor,Sunder
Saand Ki Aankh,2019.0,146.0,151,7.7,4210.0,2921,2318,Bhumi Pednekar,Prakash Jha
Saanjh,2017.0,109.0,282,8.2,173.0,116,387,Tanu Bhardwaj,Aditi Charak
Saanncha,2008.0,110.0,269,5.8,12.0,178,2235,Amin Gazi,Archanna Guptaa
Saansein: The Last Breath,2016.0,101.0,369,3.1,143.0,2104,2190,Aamir Dalvi,Rajniesh Duggall
Saaransh,1984.0,137.0,269,8.2,1781.0,1423,1856,Anupam Kher,Soni Razdan
Saare Jahaan Se Mehnga...,2013.0,120.0,172,7.1,1126.0,283,281,V.M. Badola,Rampal Barsewal
Saari Raat,2015.0,83.0,269,5.6,23.0,308,1844,Anjan Dutt,Konkona Sen Sharma
Saas Bahu Aur Sensex,2008.0,0.0,172,5.1,94.0,2642,1059,Farooq Shaikh,Ankur Khanna
Saas Bhi Kabhi Bahu Thi,1970.0,0.0,172,6.5,26.0,2948,1973,Leena Chandavarkar,Jagdeep
Saat Hindustani,1969.0,144.0,6,6.5,197.0,1292,2396,Jalal Agha,Anwar Ali
Saat Rang Ke Sapne,1998.0,171.0,327,5.9,96.0,1925,356,Juhi Chawla,Farida Jalal
Saat Saheliyan,2010.0,0.0,20,3.2,12.0,2109,1767,Rinku Ghosh,Pakhi Hegde
Saat Uchakkey,2016.0,139.0,162,5.7,760.0,2474,1225,Vijay Raaz,Aditi Sharma
Saath Saath,1982.0,117.0,269,7.1,264.0,2163,613,Farooq Shaikh,Satish Shah
Saathi,1968.0,156.0,327,7.2,73.0,562,2510,Rajendra Kumar,Simi Garewal
Saathi,1991.0,175.0,29,6.2,183.0,1423,80,Mohsin Khan,Varsha Usgaonkar
Saathiya,2002.0,138.0,291,6.8,6734.0,2539,2508,Rani Mukerji,Shah Rukh Khan
Saatwan Aasman,1992.0,130.0,269,5.1,75.0,1423,2507,Pooja Bhatt,Avtar Gill
Saavi: A Bonded Bride,2015.0,150.0,269,6.7,9.0,2060,890,Manni Boparai,Daljinder Basran
Saawan... The Love Season,2006.0,123.0,299,2.8,1177.0,2357,1940,Saloni Aswani,Kapil Jhaveri
Saawariya,2007.0,142.0,320,5.2,7445.0,2458,1761,Sonam Kapoor,Salman Khan
Saaya,1989.0,180.0,363,5.1,15.0,1277,2085,Poonam Dhillon,Danny Denzongpa
Saaya,2003.0,135.0,298,5.8,913.0,298,938,Tara Sharma,Mahima Chaudhry
Saaz Aur Awaaz,1966.0,135.0,324,5.1,11.0,2737,946,Saira Banu,Mumtaz Begum
Saazish,1988.0,0.0,1,5.0,44.0,2108,1636,Mithun Chakraborty,Dimple Kapadia
Saazish,1975.0,132.0,38,5.7,43.0,1204,1927,Dharmendra,Dev Kumar
Saazish,1998.0,140.0,269,4.8,19.0,2756,862,Pooja Batra,Vikas Bhalla
Sab Kuch Hai Kuch Bhi Nahin,2005.0,0.0,269,4.9,9.0,51,516,Vikram Gokhale,Puja Gupta
Sab Kushal Mangal,2020.0,132.0,409,4.4,215.0,1254,149,Priyaank Sharma,Riva Kishan
Sabki Bajegi Band,2015.0,108.0,172,3.5,68.0,271,2307,Shaurya Chauhan,Jhanvi Desai
Saboot,1980.0,132.0,408,6.5,80.0,2666,2371,Navin Nischol,Vidya Sinha
Saboot Mangta Hain Kanoon,1994.0,144.0,39,3.4,8.0,2820,1668,Anita Raj,Shashi Kapoor
Sabrang,2017.0,54.0,269,6.9,8.0,504,2193,Ekaansh Bhaardwaaj,Jeet Raidutt
Sabse Bada Be-Imaan,2000.0,0.0,1,4.6,9.0,972,323,Manek Bedi,Laxmikant Berde
Sabse Bada Khiladi,1995.0,162.0,38,6.0,4363.0,2935,146,Mamta Kulkarni,Mohnish Bahl
Sabse Bada Rupaiya,1976.0,135.0,162,6.8,42.0,2315,1289,Vinod Mehra,Moushumi Chatterjee
Sabse Bada Sukh,1972.0,0.0,172,6.1,15.0,963,2441,Asrani,Rajni Bala
Sabse Badhkar Hum,2002.0,0.0,1,2.6,19.0,1160,1200,Mithun Chakraborty,Gajendra Chauhan
Sabse Badi Ganga Ki Saugandh,2003.0,114.0,1,2.9,7.0,1175,811,Dharmendra,Gautam
Sabuj Dwiper Raja,1979.0,109.0,104,7.5,76.0,2886,1951,Arunava Adhikari,Lily Chakravarty
Sach,1989.0,0.0,269,5.9,10.0,3056,300,Vinod Pande,Hashmat Khan
Sachaa Jhutha,1970.0,143.0,26,6.7,256.0,1483,1703,Mumtaz,Vinod Khanna
Sachaai,1969.0,160.0,277,7.3,59.0,1161,2059,Sadhana,Sanjeev Kumar
Sachai Ki Taqat,1989.0,135.0,39,4.5,39.0,2161,506,Dharmendra,Govinda
Sachche Ka Bol-Bala,1989.0,0.0,2,5.7,42.0,671,617,Jackie Shroff,Meenakshi Sheshadri
Sachin - A Billion Dreams,2017.0,138.0,265,8.6,7711.0,1052,1900,Mikhail Gandhi,Anjali Tendulkar
Sacred Evil,2006.0,109.0,269,5.8,25.0,47,53,Sarika,Lynsey Pow
Sadaa Suhagan,1986.0,0.0,269,4.8,57.0,2161,920,Rekha,Govinda
Sadak,1991.0,134.0,50,6.5,2331.0,1423,1970,Pooja Bhatt,Deepak Tijori
Sadak 2,2020.0,133.0,39,1.1,67785.0,1423,160,Priyanka Bose,Sanjay Dutt
Sadak Chhap,1987.0,0.0,218,4.2,26.0,255,871,Padmini Kolhapure,Richa Sharma
Sadda Adda,2012.0,130.0,180,7.1,1345.0,1597,1019,Karanvir Sharma,Shaurya Chauhan
Sadhna,1958.0,137.0,269,7.2,66.0,447,2510,Sunil Dutt,Radhakrishan
Sadhna,1993.0,0.0,269,6.2,22.0,1160,1668,Krishan Dhawan,Mangal Dhillon
Sadhu,2012.0,90.0,243,6.8,59.0,827,2282,0,0
Sadhu Aur Shaitaan,1968.0,155.0,214,6.6,133.0,1,1289,Bharathi,Kishore Kumar
Sadhu Sant,1991.0,0.0,269,3.9,17.0,1868,207,Mithun Chakraborty,Hema Malini
Sadiyaan: Boundaries Divide... Love Unites,2010.0,200.0,327,4.5,75.0,2010,1819,Hema Malini,Javed Sheikh
Sadma,1983.0,141.0,327,8.4,3004.0,465,983,Sridevi,Gulshan Grover
Safar,1970.0,137.0,327,7.2,364.0,400,1703,Sharmila Tagore,Feroz Khan
Safari,1999.0,0.0,13,4.5,242.0,1140,1970,Juhi Chawla,Tanuja
Safed Haathi,1977.0,0.0,104,7.3,59.0,2886,2441,Ashwani,Utpal Dutt
Safed Jhoot,1978.0,0.0,173,5.5,23.0,476,377,Vinod Mehra,Mithu Mukherjee
Sagaai,1966.0,0.0,272,5.3,16.0,2324,1724,Biswajit Chatterjee,Rehman
Sagai,1951.0,129.0,269,6.1,10.0,920,1604,Rehana,Hiralal
Sagar Sangam,1988.0,120.0,269,6.4,27.0,745,1305,Shatrughan Sinha,Padmini Kolhapure
Sagina,1974.0,0.0,173,7.1,86.0,2886,658,Saira Banu,Aparna Sen
Sahara,1943.0,0.0,0,6.1,9.0,1026,1821,Narang,Pran
Sahara,1958.0,135.0,282,5.6,17.0,1382,1274,M. Rajan,Kuldip Kaur
Sahasa Veerudu Sagara Kanya,1996.0,139.0,8,6.0,151.0,1157,2428,Shilpa Shetty Kundra,Malasri
Sahasam,2013.0,150.0,2,6.6,963.0,578,2363,Taapsee Pannu,Shakti Kapoor
Saheb Biwi Aur Gangster,2011.0,118.0,29,7.2,4028.0,2909,932,Mahie Gill,Randeep Hooda
Saheb Biwi Aur Gangster 3,2018.0,140.0,29,4.4,744.0,2909,1970,Jimmy Sheirgill,Mahie Gill
Saheb Biwi Aur Gangster Returns,2013.0,142.0,29,6.8,3857.0,2909,932,Mahie Gill,Irrfan Khan
Sahebzaade,1992.0,0.0,50,4.3,71.0,119,1970,Neelam Kothari,Aditya Pancholi
Saheli,1965.0,0.0,409,6.4,10.0,324,1564,Vijaya Choudhury,Rajendranath Malhotra
Sahhas,1981.0,133.0,1,4.7,15.0,2231,1305,Rati Agnihotri,Madan Puri
Sahi Dhandhe Galat Bande,2011.0,119.0,20,4.8,263.0,1810,297,Sharat Saxena,Udit Khurana
Sahib Bahadur,1977.0,0.0,162,7.0,27.0,592,617,Priya Rajvansh,Ajit
Sahib Bibi Aur Ghulam,1962.0,152.0,317,8.3,1557.0,75,1274,Guru Dutt,Rehman
Sahibaan,1993.0,133.0,414,5.7,191.0,2183,1836,Sanjay Dutt,Madhuri Dixit
Sai Teri Maya,2001.0,115.0,269,8.4,5.0,2338,1382,Rami Reddy,0
Sailaab,1956.0,0.0,282,7.9,18.0,880,1745,Geeta Bali,Smriti Biswas
Sailaab,1990.0,0.0,327,5.4,185.0,649,80,Madhuri Dixit,Shafi Inamdar
Saina,2021.0,135.0,157,4.2,3369.0,217,1345,Olga Anand,Rohan Apte
Sainik,1993.0,145.0,50,6.1,1158.0,2677,146,Ashwini Bhave,Farheen
Sainika,2002.0,150.0,39,6.7,18.0,1151,679,Nataraj Enigi,Raj Gupta
Saiyan,1951.0,0.0,291,6.9,21.0,1392,1166,Ajit,Sajjan
Sajan,1969.0,147.0,206,7.1,61.0,1568,369,Manoj Kumar,Om Prakash
Sajana Doli Leke Aana,1997.0,0.0,38,4.0,6.0,1157,2428,Kota,Ramya Krishnan
Sajjo Rani,1976.0,0.0,269,6.4,7.0,865,1817,Romesh Sharma,Krishnakant
Sajna Saath Nibhana,1986.0,132.0,269,4.1,9.0,1137,572,Neelu,Nutan
Sakalakala Vallavan,1982.0,138.0,25,6.6,223.0,2340,983,Ambika,Silk Smitha
Salaakhen,1998.0,165.0,39,5.4,421.0,866,2271,Raveena Tandon,Anupam Kher
Salaakhen,1975.0,129.0,84,5.8,62.0,6,2083,Sulakshana Pandit,Mehmood
Salaam Bacche,2007.0,77.0,282,5.8,36.0,1289,1592,Meghan Jadhav,Ravi Behl
Salaam Bombay!,1988.0,113.0,218,8.0,8801.0,1551,2037,Anjaan,Amrit Patel
Salaam Memsaab,1979.0,0.0,278,5.5,13.0,403,390,Zarina Wahab,Yogeeta Bali
Salaam Namaste,2005.0,158.0,180,6.2,6981.0,2671,1926,Preity Zinta,Arshad Warsi
Salaam Zindagi,2017.0,120.0,269,6.4,9.0,2860,425,Heena Shaik,Dheer Charan Srivastav
Salaam-E-Ishq,2007.0,216.0,178,5.1,5260.0,1716,1940,Priyanka Chopra Jonas,Anil Kapoor
Salaami,1994.0,0.0,90,6.7,55.0,2551,419,Samyukta,Roshini Jaffery
Salim Langde Pe Mat Ro,1989.0,111.0,218,7.6,456.0,2377,1539,Makrand Deshpande,Ashutosh Gowariker
Sallu Ki Shaadi,2017.0,109.0,409,3.6,39.0,1559,353,Zeenat Aman,Sandeep Anand
Salma Pe Dil Aa Gaya,1997.0,149.0,269,5.6,26.0,2357,419,Saadhika,Milind Gunaji
